degree,hours_daily,field,job_level,yrs_experience,company_size,country,salary_usd
phd,6,sales,senior,31,micro,Russia,107388.96
masters,8,law,entry,5,large,Ethiopia,62423.7
masters,10,research,senior,23,small,Japan,133032.69
phd,11,engineering,entry,9,micro,Japan,64448.0
phd,6,education,intermediate,31,large,USA,112394.45
masters,7,law,intermediate,4,medium,Turkey,68470.02
bachelors,7,medicine,entry,23,large,Turkey,93675.29
masters,11,engineering,senior,15,small,Brazil,127165.74
masters,9,law,intermediate,23,small,Japan,122901.08
bachelors,10,finance,intermediate,15,large,China,105007.29
phd,9,sales,entry,36,micro,Russia,77200.98
masters,6,engineering,entry,39,medium,Brazil,94404.63
bachelors,8,law,entry,29,medium,Ethiopia,100351.0
bachelors,8,it,intermediate,6,micro,Thailand,61263.86
masters,12,design,entry,14,small,Vietnam,64895.49
masters,7,research,entry,2,small,Philippines,35595.32
phd,6,education,entry,13,medium,Russia,51051.27
bachelors,10,law,senior,23,large,Thailand,194701.38
phd,9,marketing,entry,12,micro,Turkey,54602.72
masters,12,marketing,entry,19,large,China,90449.36
masters,6,education,intermediate,31,small,Japan,79926.38
bachelors,9,medicine,senior,24,small,Thailand,156234.93
bachelors,11,marketing,intermediate,28,large,Ethiopia,134080.22
masters,8,engineering,senior,1,micro,Germany,82770.1
phd,7,finance,entry,7,micro,China,45803.65
bachelors,9,research,intermediate,30,large,Germany,135309.41
masters,9,it,senior,34,micro,Germany,133091.19
phd,11,it,senior,37,micro,Nigeria,177221.44
bachelors,8,it,senior,16,micro,Pakistan,101964.84
phd,8,law,entry,18,small,Bangladesh,87533.36
phd,12,law,entry,29,micro,Egypt,109835.02
phd,7,design,senior,40,small,Japan,128953.12
bachelors,8,law,entry,19,micro,Ethiopia,55176.15
phd,8,design,intermediate,13,small,Bangladesh,81141.25
masters,6,education,senior,34,medium,Mexico,120511.4
phd,12,design,senior,15,small,Mexico,136455.2
bachelors,9,it,senior,17,small,Japan,128052.96
phd,10,engineering,senior,9,small,Bangladesh,135167.64
bachelors,11,finance,senior,35,small,Ethiopia,172532.45
phd,9,design,intermediate,18,large,Mexico,118179.08
masters,10,marketing,senior,36,small,Germany,139602.05
masters,7,engineering,senior,3,small,Japan,81732.44
bachelors,6,engineering,senior,36,micro,Russia,113963.0
phd,9,education,intermediate,40,micro,Vietnam,105707.64
bachelors,7,law,intermediate,16,medium,Mexico,92595.6
masters,7,design,senior,38,medium,Bangladesh,156171.93
phd,11,finance,intermediate,31,small,China,156238.25
bachelors,10,research,entry,37,micro,Brazil,79580.05
masters,8,sales,entry,34,large,Japan,101988.35
masters,10,research,intermediate,19,small,Philippines,99122.27
bachelors,9,design,senior,22,micro,India,98949.14
bachelors,7,marketing,intermediate,3,large,China,61974.23
phd,9,marketing,entry,27,large,Brazil,113680.6
masters,11,engineering,senior,27,medium,Nigeria,160150.97
phd,10,law,senior,4,micro,Mexico,116770.69
phd,12,design,entry,25,medium,DR Congo,94364.02
masters,10,law,intermediate,29,medium,Russia,140578.04
bachelors,11,it,entry,23,micro,Philippines,69740.99
bachelors,9,engineering,senior,3,small,Ethiopia,89200.63
bachelors,11,medicine,senior,6,micro,Pakistan,123942.08
phd,10,education,senior,23,large,China,153003.27
masters,10,engineering,intermediate,21,micro,Japan,86309.62
bachelors,6,finance,senior,20,medium,Japan,124770.63
bachelors,12,finance,intermediate,13,medium,Egypt,109765.46
bachelors,6,design,senior,15,small,Philippines,90335.93
masters,10,design,intermediate,11,medium,Brazil,75489.82
bachelors,8,education,entry,1,micro,Russia,20822.0
masters,6,medicine,entry,26,small,Vietnam,76574.85
phd,12,finance,entry,16,large,DR Congo,113219.7
phd,6,medicine,intermediate,4,medium,Thailand,83835.51
bachelors,11,medicine,senior,35,micro,Germany,165420.56
masters,12,marketing,senior,8,large,China,139436.07
masters,9,medicine,intermediate,27,medium,Thailand,140110.08
masters,12,medicine,intermediate,11,large,Iran,149006.88
masters,10,education,entry,14,micro,Vietnam,42944.93
bachelors,7,engineering,intermediate,28,medium,Germany,104959.91
bachelors,9,sales,intermediate,0,micro,Vietnam,35266.91
bachelors,7,education,intermediate,14,micro,Vietnam,50592.27
masters,9,law,intermediate,39,medium,Thailand,153925.25
phd,6,design,entry,33,large,Philippines,100742.18
phd,6,finance,intermediate,0,large,Iran,86017.14
masters,8,sales,intermediate,30,large,Canada,117017.59
bachelors,9,medicine,intermediate,20,small,Mexico,97008.47
bachelors,8,medicine,entry,39,small,Canada,108106.67
bachelors,10,education,senior,3,large,Pakistan,98031.85
phd,7,research,intermediate,23,large,Russia,116881.33
masters,9,education,intermediate,0,large,Philippines,66700.9
masters,11,medicine,senior,23,large,Germany,219280.57
masters,9,sales,senior,14,small,Japan,90723.41
phd,12,education,intermediate,37,large,Nigeria,174707.24
masters,9,marketing,entry,30,large,Thailand,97783.17
masters,12,sales,senior,33,large,China,194536.78
phd,12,law,senior,21,micro,USA,150921.96
masters,12,marketing,senior,40,small,Nigeria,159167.15
bachelors,12,marketing,senior,3,medium,Iran,97331.95
masters,9,law,intermediate,37,large,Russia,177918.33
bachelors,9,engineering,senior,8,large,Russia,135891.88
bachelors,8,marketing,entry,21,small,Indonesia,56651.58
phd,12,sales,senior,33,large,Nigeria,187038.23
phd,8,sales,senior,3,small,Indonesia,85245.15
masters,6,it,senior,1,large,Vietnam,122284.77
masters,10,research,entry,36,medium,Philippines,110965.12
phd,11,it,intermediate,21,micro,India,115917.8
masters,6,education,intermediate,11,micro,USA,46983.33
bachelors,7,research,entry,16,medium,Indonesia,52962.26
masters,9,engineering,entry,38,micro,Indonesia,94975.53
masters,12,engineering,intermediate,19,medium,Vietnam,103391.25
bachelors,9,engineering,senior,21,large,Nigeria,165705.57
phd,9,education,senior,17,micro,Turkey,100266.59
bachelors,6,sales,entry,28,small,Canada,48874.5
phd,8,marketing,entry,9,small,Japan,57688.83
masters,6,medicine,intermediate,38,large,Nigeria,164975.62
masters,12,design,entry,3,medium,Vietnam,48618.7
phd,11,sales,senior,28,micro,Germany,130479.43
phd,7,finance,intermediate,21,medium,Indonesia,102767.77
bachelors,6,marketing,senior,12,small,Thailand,86729.38
bachelors,10,it,intermediate,2,large,Canada,78351.78
masters,7,law,senior,13,micro,Russia,97593.07
phd,11,medicine,entry,33,medium,Pakistan,154865.59
masters,12,design,intermediate,25,medium,China,122918.43
masters,9,marketing,senior,3,small,Iran,95861.6
masters,8,engineering,senior,11,small,Germany,111901.12
bachelors,9,sales,intermediate,9,large,Japan,78735.72
masters,8,sales,senior,27,micro,Russia,96777.91
bachelors,6,medicine,intermediate,25,small,Thailand,90444.32
bachelors,9,finance,intermediate,6,micro,India,57522.03
masters,6,finance,intermediate,30,micro,USA,86109.16
bachelors,10,research,intermediate,23,micro,Bangladesh,81812.79
masters,11,design,intermediate,4,large,Iran,80920.32
bachelors,7,finance,intermediate,26,medium,USA,112905.91
bachelors,10,education,intermediate,20,small,China,74351.33
bachelors,12,research,intermediate,38,medium,Russia,150207.3
phd,11,sales,senior,4,medium,Vietnam,113611.49
bachelors,11,research,intermediate,11,small,USA,82943.28
phd,6,finance,entry,29,medium,Mexico,90400.41
bachelors,11,research,entry,16,small,Bangladesh,63938.96
bachelors,8,it,entry,16,micro,Indonesia,50514.04
bachelors,9,design,senior,40,micro,Vietnam,124096.48
masters,8,marketing,entry,7,small,Thailand,42585.41
bachelors,9,sales,entry,3,small,Pakistan,25232.69
bachelors,10,engineering,entry,20,micro,Indonesia,61471.86
masters,9,medicine,entry,14,large,USA,104032.07
masters,12,marketing,intermediate,37,micro,Turkey,109605.76
phd,12,it,intermediate,14,medium,Thailand,129812.32
bachelors,7,education,entry,6,medium,Ethiopia,29633.39
phd,8,education,senior,24,medium,Brazil,124208.8
masters,12,design,entry,37,medium,Pakistan,109770.87
masters,8,sales,entry,13,large,DR Congo,56069.59
phd,8,design,intermediate,12,large,Nigeria,94361.95
masters,7,sales,senior,13,micro,DR Congo,82377.85
masters,9,marketing,entry,34,micro,Iran,76290.41
phd,7,marketing,senior,30,small,Japan,132210.47
bachelors,9,education,intermediate,23,medium,Turkey,89676.53
bachelors,11,engineering,senior,24,medium,China,138772.14
masters,10,law,entry,21,small,Turkey,89412.6
bachelors,8,engineering,intermediate,38,small,Pakistan,110160.07
masters,11,medicine,entry,26,small,Ethiopia,113064.19
masters,6,engineering,entry,21,large,Mexico,84840.32
phd,8,research,intermediate,13,small,Ethiopia,94400.01
bachelors,9,finance,entry,5,medium,Russia,46827.33
phd,10,design,senior,13,micro,Bangladesh,111741.12
masters,6,medicine,intermediate,27,medium,Germany,110850.59
masters,8,research,intermediate,30,medium,Philippines,112289.54
phd,8,education,intermediate,3,medium,Japan,70457.3
masters,7,engineering,entry,10,micro,Russia,40930.41
bachelors,7,research,intermediate,37,large,Turkey,142233.0
phd,11,research,senior,26,large,Philippines,195949.69
bachelors,7,it,intermediate,39,small,DR Congo,104361.54
phd,6,finance,senior,26,medium,Indonesia,161438.89
phd,7,engineering,senior,30,large,Egypt,190521.38
masters,9,finance,senior,16,small,Japan,126907.13
phd,11,engineering,intermediate,22,micro,Pakistan,99189.75
bachelors,9,law,intermediate,5,large,Japan,96185.26
masters,7,sales,entry,39,small,Germany,75770.71
phd,12,medicine,senior,14,large,Nigeria,217653.38
bachelors,11,it,entry,40,small,India,123922.81
masters,10,finance,senior,2,small,Russia,106755.07
masters,12,design,intermediate,19,small,Germany,86448.92
phd,8,it,senior,12,micro,Iran,101524.8
masters,12,engineering,entry,29,medium,Egypt,110225.69
phd,7,engineering,senior,27,micro,Mexico,110588.06
bachelors,12,marketing,senior,5,medium,Japan,111831.33
phd,12,engineering,intermediate,20,small,Egypt,105349.14
masters,10,finance,intermediate,11,medium,Turkey,95718.57
masters,8,marketing,entry,22,small,Pakistan,60168.12
phd,11,medicine,entry,7,large,Brazil,102928.14
masters,11,it,entry,3,medium,Germany,51520.13
masters,6,research,intermediate,15,small,Vietnam,72270.5
phd,9,engineering,entry,27,micro,DR Congo,83911.26
phd,8,engineering,senior,25,micro,India,125143.6
masters,9,finance,entry,15,medium,Egypt,69548.23
bachelors,12,education,entry,8,micro,Ethiopia,35858.43
masters,8,law,entry,35,medium,Russia,113763.91
bachelors,12,it,entry,31,large,Vietnam,129694.23
masters,10,marketing,entry,36,micro,USA,77220.14
masters,10,it,intermediate,33,large,Nigeria,178806.11
masters,10,marketing,entry,4,micro,USA,33697.89
masters,6,sales,senior,14,small,Germany,84791.6
phd,9,education,intermediate,3,small,Brazil,66626.31
masters,10,it,entry,15,small,Canada,61200.01
phd,10,education,senior,29,medium,Thailand,139619.06
bachelors,6,education,entry,21,large,DR Congo,61058.93
masters,9,marketing,intermediate,18,large,Iran,98716.77
bachelors,9,marketing,senior,14,micro,Philippines,91223.75
bachelors,11,it,senior,18,micro,Nigeria,111763.9
masters,9,engineering,intermediate,6,medium,China,75244.54
masters,9,design,senior,31,small,Canada,132019.34
phd,6,education,intermediate,27,small,Ethiopia,88054.04
bachelors,12,education,entry,19,micro,Pakistan,49546.89
phd,12,law,senior,25,small,Vietnam,200802.01
masters,9,medicine,entry,28,micro,Egypt,87784.61
bachelors,7,finance,entry,40,micro,China,89439.39
phd,12,finance,entry,31,micro,China,105748.09
phd,9,it,entry,23,large,Ethiopia,127423.42
phd,12,marketing,intermediate,3,micro,Iran,64088.02
phd,12,research,entry,30,small,Germany,108020.38
masters,8,finance,senior,0,micro,Brazil,78933.31
masters,11,design,entry,18,small,Iran,69641.46
phd,6,finance,intermediate,24,large,Ethiopia,141638.14
phd,9,design,senior,20,micro,Vietnam,102042.61
bachelors,7,finance,intermediate,34,small,Brazil,116054.62
bachelors,12,research,entry,17,micro,Brazil,54085.47
masters,11,finance,entry,19,small,USA,86518.13
masters,9,sales,intermediate,9,small,India,59954.7
phd,11,design,senior,15,small,DR Congo,127376.27
masters,6,marketing,intermediate,7,medium,Russia,56643.63
masters,10,finance,intermediate,21,medium,Mexico,108016.02
phd,7,finance,senior,15,medium,Egypt,136110.74
phd,11,finance,senior,39,small,Iran,208639.1
phd,12,engineering,entry,7,small,Brazil,70473.28
phd,9,education,senior,17,small,Brazil,106560.39
bachelors,12,sales,entry,3,micro,Pakistan,28680.27
bachelors,8,law,senior,15,medium,Iran,139955.1
bachelors,7,marketing,intermediate,4,micro,Japan,42733.23
masters,6,sales,senior,33,large,Canada,150650.38
masters,6,it,entry,36,medium,Pakistan,101314.42
phd,8,medicine,entry,39,medium,USA,155682.36
bachelors,10,sales,entry,35,medium,Bangladesh,87585.41
masters,11,law,entry,32,micro,USA,103804.32
masters,11,medicine,entry,26,medium,Japan,111358.09
bachelors,6,law,senior,38,small,Ethiopia,159280.07
phd,6,it,senior,12,micro,Turkey,91103.91
phd,10,education,entry,5,micro,Brazil,43141.78
masters,8,it,entry,11,small,Canada,49461.59
masters,10,education,senior,34,medium,Philippines,156829.46
bachelors,12,medicine,intermediate,24,large,Indonesia,185761.31
bachelors,10,law,senior,15,medium,Russia,144481.34
phd,8,medicine,entry,33,micro,Brazil,109494.65
bachelors,7,education,senior,13,large,DR Congo,100820.6
bachelors,6,marketing,senior,35,medium,Mexico,133428.71
phd,10,marketing,intermediate,15,large,Bangladesh,111235.3
bachelors,11,design,intermediate,24,large,Russia,129775.62
bachelors,11,medicine,intermediate,3,small,DR Congo,84489.95
phd,8,finance,entry,12,large,Canada,96551.82
phd,8,engineering,entry,30,medium,Turkey,99207.89
bachelors,10,research,intermediate,27,small,Thailand,99915.52
phd,8,it,senior,15,micro,India,112444.28
bachelors,7,design,entry,4,small,Mexico,30098.3
bachelors,11,law,intermediate,37,small,Philippines,151069.55
bachelors,12,education,senior,24,large,Brazil,146137.26
masters,11,engineering,senior,15,medium,China,133493.16
phd,11,research,entry,30,large,Iran,149615.33
masters,10,sales,senior,33,micro,Iran,115755.65
bachelors,11,medicine,intermediate,7,micro,Nigeria,78884.26
phd,9,education,senior,38,micro,India,114206.13
masters,7,research,entry,37,small,Canada,86568.0
phd,7,finance,senior,40,small,Vietnam,158869.28
phd,9,sales,entry,15,small,Thailand,59436.89
phd,11,it,senior,10,micro,Indonesia,128420.87
masters,7,design,entry,30,medium,USA,84472.93
masters,9,sales,intermediate,32,micro,Ethiopia,74885.3
masters,6,law,intermediate,10,micro,Philippines,62560.11
masters,7,research,entry,40,medium,Japan,93356.72
bachelors,10,law,senior,24,medium,China,178788.94
masters,8,marketing,intermediate,10,micro,China,62433.23
masters,12,sales,senior,31,small,Turkey,138832.41
phd,7,research,senior,38,micro,India,141825.84
phd,10,sales,senior,12,medium,Egypt,118924.2
masters,7,design,entry,8,medium,India,45644.61
bachelors,10,research,intermediate,9,micro,USA,65724.13
bachelors,7,research,senior,27,medium,Germany,119162.01
masters,10,marketing,entry,34,medium,Germany,107626.39
bachelors,8,design,entry,11,small,DR Congo,37798.36
bachelors,10,education,intermediate,38,micro,USA,92186.27
phd,7,engineering,entry,10,medium,Nigeria,66612.43
masters,11,education,entry,26,large,Pakistan,102628.45
phd,11,research,senior,9,small,Thailand,129614.6
phd,12,education,senior,1,small,Indonesia,104206.7
phd,6,engineering,senior,7,medium,Japan,112424.28
bachelors,10,design,senior,40,small,Japan,141935.87
bachelors,12,it,senior,30,micro,India,137407.77
masters,10,marketing,entry,9,large,Thailand,61058.34
masters,6,education,entry,28,micro,China,49619.52
bachelors,10,medicine,entry,34,micro,Germany,109964.56
bachelors,11,engineering,senior,21,micro,Brazil,110058.13
phd,9,medicine,intermediate,23,micro,Ethiopia,123338.25
phd,6,it,intermediate,9,large,China,104684.54
phd,12,research,intermediate,5,medium,Nigeria,98592.99
phd,8,law,senior,26,large,Pakistan,200277.15
bachelors,11,education,senior,9,large,Mexico,111311.03
phd,6,law,intermediate,27,small,Nigeria,120750.66
bachelors,6,law,entry,18,large,Pakistan,84453.12
phd,9,law,entry,2,medium,Nigeria,65194.59
bachelors,8,medicine,entry,39,micro,Pakistan,109301.75
bachelors,12,sales,entry,28,micro,Pakistan,63747.65
phd,9,finance,entry,5,medium,Japan,58986.56
bachelors,9,sales,entry,32,medium,Japan,76797.47
bachelors,11,finance,senior,15,micro,Vietnam,124558.24
phd,10,education,senior,30,micro,Indonesia,108563.39
masters,12,engineering,intermediate,3,medium,Philippines,80573.78
bachelors,9,sales,entry,15,small,Brazil,45854.85
bachelors,8,education,intermediate,35,small,Indonesia,87982.78
masters,6,finance,intermediate,13,medium,USA,75163.02
masters,6,engineering,senior,33,medium,Philippines,139827.83
bachelors,9,it,senior,14,small,Bangladesh,114624.45
bachelors,8,engineering,entry,2,large,Pakistan,41719.6
bachelors,7,education,entry,13,micro,Germany,31041.51
phd,9,law,intermediate,25,medium,Thailand,135262.19
phd,9,law,senior,13,medium,Indonesia,164511.65
phd,6,engineering,intermediate,2,large,Egypt,83191.08
masters,6,finance,entry,22,micro,Turkey,56144.48
phd,8,marketing,intermediate,3,medium,China,70677.98
bachelors,9,sales,entry,11,large,DR Congo,54968.55
phd,6,finance,intermediate,23,medium,Turkey,100275.09
masters,10,research,senior,39,micro,Nigeria,139884.5
phd,8,sales,senior,15,small,Iran,97856.97
phd,10,marketing,entry,40,medium,Mexico,123673.62
masters,9,law,intermediate,40,small,Iran,134260.97
phd,8,it,senior,27,large,Ethiopia,191832.61
phd,10,it,senior,35,small,Germany,197268.64
bachelors,9,design,senior,38,medium,Brazil,150903.41
phd,6,medicine,intermediate,14,small,Philippines,96575.42
phd,11,sales,entry,30,large,Turkey,109722.5
masters,9,engineering,senior,18,large,Turkey,174125.51
masters,6,engineering,senior,36,medium,Brazil,152557.73
phd,10,education,intermediate,9,micro,Mexico,67639.4
masters,11,design,entry,14,micro,Turkey,55344.03
bachelors,10,it,senior,3,large,USA,133345.05
masters,11,research,senior,33,micro,Indonesia,154467.54
bachelors,6,research,entry,39,medium,China,90695.48
masters,10,medicine,senior,4,micro,DR Congo,104254.65
masters,9,medicine,entry,38,small,Turkey,131881.99
phd,8,education,senior,35,micro,Turkey,107149.98
phd,10,medicine,intermediate,28,small,DR Congo,159360.34
masters,12,law,senior,12,micro,DR Congo,135124.42
masters,6,engineering,entry,19,large,Brazil,69887.02
bachelors,7,it,senior,20,micro,Pakistan,105757.43
phd,11,finance,senior,2,medium,China,145725.74
masters,9,education,entry,19,medium,Brazil,66797.93
masters,8,sales,intermediate,36,micro,India,81264.37
phd,7,education,intermediate,22,medium,Russia,82057.15
bachelors,9,education,senior,22,large,Turkey,138707.67
bachelors,9,medicine,senior,25,medium,Germany,179128.52
bachelors,9,engineering,intermediate,12,small,China,71649.06
masters,7,engineering,entry,34,micro,USA,69448.78
phd,6,medicine,senior,37,small,Philippines,180188.33
bachelors,7,marketing,senior,34,medium,Russia,133938.89
phd,8,education,senior,10,micro,Turkey,86846.2
bachelors,12,marketing,entry,6,micro,Bangladesh,33360.36
bachelors,12,law,senior,15,large,Japan,194600.88
masters,8,engineering,entry,33,micro,Germany,73688.01
masters,11,it,senior,14,small,Indonesia,147181.78
masters,10,finance,senior,1,medium,Germany,114814.86
masters,12,engineering,entry,12,micro,China,58617.29
masters,8,law,senior,14,large,Russia,166779.55
